Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Churn_Numeric,Age_binned
C12351,20,Male,Married,Metro,High School,Employed,Comprehensive,1,2,3,380831,1,1,0,Email,Cash,2,5,0,21-12-2021,21-12-2022,28-11-2022,01-11-2022,5,Sedan,14236,0.0,0.0,"(17.999, 28.0]"
C12352,40,Male,Married,Metro,Master's,Employed,Comprehensive,9,2,0,210112,1,1,2,Email,Cash,5,8,9,31-01-2021,31-12-2023,2000-01-01 00:00:00,11-04-2021,3,Hatchback,18641,0.0,0.0,"(38.0, 48.0]"
C12353,56,Male,Single,Urban,Master's,Employed,Comprehensive,9,1,4,259697,3,2,1,Phone,Credit Card,6,25,0,26-11-2016,31-12-2023,22-09-2018,05-07-2023,1,Hatchback,9544,1.0,1.0,"(48.0, 59.0]"
C12354,47,Female,Single,Urban,Bachelor's,Employed,Own Damage,6,4,2,301150,3,3,1,Phone,Online,4,13,6,11-09-2019,31-12-2023,11-12-2019,03-03-2021,7,Sedan,8711,1.0,1.0,"(38.0, 48.0]"
C12355,67,Female,Single,Urban,Bachelor's,Self-Employed,Third Party,3,1,0,157784,1,2,0,In-Person,Online,5,9,6,14-01-2019,13-01-2022,2000-01-01 00:00:00,20-08-2020,13,SUV,17690,0.0,0.0,"(59.0, 69.0]"
C12356,62,Male,Married,Metro,Master's,Employed,Comprehensive,9,5,4,458546,2,4,1,Email,Online,7,16,8,21-10-2022,31-12-2023,25-08-2023,19-09-2023,5,Sedan,15122,1.0,1.0,"(59.0, 69.0]"
C12357,40,Male,Married,Metro,Bachelor's,Employed,Comprehensive,5,3,1,103410,0,1,2,Phone,Credit Card,2,5,5,21-04-2023,31-12-2023,21-12-2023,30-12-2023,9,Hatchback,9457,0.0,0.0,"(38.0, 48.0]"
C12358,44,Female,Single,Metro,Master's,Employed,Comprehensive,8,1,3,140231,0,1,0,In-Person,Cash,2,25,2,12-09-2017,31-12-2023,15-10-2022,08-07-2022,8,SUV,17560,0.0,0.0,"(38.0, 48.0]"
C12359,27,Male,Married,Metro,Bachelor's,Self-Employed,Comprehensive,4,5,0,201315,0,4,0,Phone,Cash,0,1,6,11-06-2023,31-12-2023,2000-01-01 00:00:00,31-07-2023,6,Sedan,14119,0.0,0.0,"(17.999, 28.0]"
C12360,42,Male,Married,Rural,Bachelor's,Employed,Comprehensive,1,0,0,384491,2,3,1,Email,Online,2,5,4,08-06-2015,07-06-2016,2000-01-01 00:00:00,24-08-2015,6,Hatchback,6272,0.0,0.0,"(38.0, 48.0]"
C12361,30,Male,Single,Rural,Bachelor's,Employed,Comprehensive,2,1,2,164648,3,4,2,Email,Credit Card,2,22,0,11-06-2020,11-06-2022,26-04-2021,21-07-2020,7,Sedan,19639,0.0,0.0,"(28.0, 38.0]"
C12362,33,Female,Married,Rural,Master's,Self-Employed,Comprehensive,8,4,3,466153,2,4,2,Phone,Online,7,3,6,20-03-2018,31-12-2023,19-11-2021,11-07-2021,4,Hatchback,18401,0.0,0.0,"(28.0, 38.0]"
C12363,58,Male,Single,Rural,Master's,Employed,Comprehensive,4,3,3,480085,2,4,0,Email,Credit Card,7,4,4,06-08-2016,05-08-2020,05-08-2019,27-03-2019,3,Sedan,16507,0.0,0.0,"(48.0, 59.0]"
C12364,51,Female,Married,Rural,Bachelor's,Employed,Comprehensive,1,0,2,386025,3,1,0,Phone,Cheque,3,16,0,16-07-2017,16-07-2018,19-08-2017,18-05-2018,12,Sedan,10624,0.0,0.0,"(48.0, 59.0]"
C12365,54,Female,Single,Rural,Bachelor's,Employed,Own Damage,5,5,4,470819,0,2,1,Email,Credit Card,3,9,0,02-12-2016,01-12-2021,01-10-2019,07-03-2017,6,Hatchback,8187,0.0,0.0,"(48.0, 59.0]"
C12366,39,Female,Married,Rural,Bachelor's,Employed,Third Party,4,3,2,64969,1,4,1,In-Person,Credit Card,3,25,6,15-03-2022,31-12-2023,07-11-2023,28-08-2023,12,Hatchback,13825,0.0,0.0,"(38.0, 48.0]"
C12367,34,Male,Single,Rural,Master's,Employed,Comprehensive,5,2,0,35030,1,3,2,In-Person,Credit Card,3,13,3,25-12-2023,31-12-2023,2000-01-01 00:00:00,31-12-2023,1,Hatchback,14353,0.0,0.0,"(28.0, 38.0]"
C12368,40,Female,Married,Urban,Bachelor's,Unemployed,Comprehensive,3,5,0,157917,2,3,1,Phone,Online,6,12,9,31-05-2023,31-12-2023,2000-01-01 00:00:00,14-07-2023,9,Hatchback,6670,0.0,0.0,"(38.0, 48.0]"
C12369,53,Male,Single,Urban,Bachelor's,Employed,Own Damage,4,0,1,276006,0,1,2,Phone,Cash,7,25,6,30-12-2021,31-12-2023,26-08-2022,10-10-2022,1,Sedan,5150,0.0,0.0,"(48.0, 59.0]"
C12370,66,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,8,1,3,355605,3,1,2,In-Person,Cheque,1,11,5,29-04-2015,27-04-2023,15-09-2016,15-10-2022,2,Hatchback,8820,0.0,0.0,"(59.0, 69.0]"
C12371,26,Male,Single,Urban,Bachelor's,Employed,Comprehensive,6,5,0,238234,0,3,1,In-Person,Online,1,21,1,11-05-2018,31-12-2023,2000-01-01 00:00:00,16-01-2022,3,Luxury,16776,0.0,0.0,"(17.999, 28.0]"
C12372,69,Male,Single,Urban,Bachelor's,Employed,Comprehensive,5,3,0,289321,0,1,0,Email,Credit Card,6,21,8,16-04-2023,31-12-2023,2000-01-01 00:00:00,07-09-2023,5,Sedan,9018,1.0,1.0,"(59.0, 69.0]"
C12373,19,Female,Single,Urban,High School,Employed,Third Party,4,1,3,306619,2,4,2,In-Person,Cash,4,4,8,14-11-2020,31-12-2023,28-08-2023,09-09-2021,4,SUV,14423,0.0,0.0,"(17.999, 28.0]"
C12374,49,Male,Single,Urban,Master's,Employed,Comprehensive,2,1,4,80998,2,3,2,In-Person,Online,3,1,7,06-09-2019,05-09-2021,27-08-2021,09-10-2019,6,Sedan,7483,0.0,0.0,"(48.0, 59.0]"
C12375,67,Male,Married,Metro,Master's,Employed,Comprehensive,1,3,3,483884,1,2,2,In-Person,Credit Card,1,26,7,24-01-2021,24-01-2022,28-05-2021,21-11-2021,7,Hatchback,19304,0.0,0.0,"(59.0, 69.0]"
C12376,39,Male,Married,Metro,Bachelor's,Self-Employed,Comprehensive,4,1,0,192016,2,4,1,Phone,Cheque,8,6,3,12-02-2016,11-02-2020,2000-01-01 00:00:00,17-06-2019,2,Sedan,10717,0.0,0.0,"(38.0, 48.0]"
C12377,60,Female,Married,Rural,Master's,Employed,Comprehensive,2,0,3,293724,0,4,1,Email,Online,7,23,0,27-01-2020,26-01-2022,29-07-2020,01-04-2020,8,Luxury,19179,1.0,1.0,"(59.0, 69.0]"
C12378,30,Male,Married,Urban,Diploma,Employed,Comprehensive,9,3,4,144834,0,4,0,In-Person,Cheque,5,3,9,01-11-2022,31-12-2023,25-01-2023,29-12-2023,14,Hatchback,7176,0.0,0.0,"(28.0, 38.0]"
C12379,25,Female,Single,Urban,Bachelor's,Employed,Comprehensive,2,4,0,302909,2,2,1,Email,Online,1,25,1,06-09-2021,06-09-2023,2000-01-01 00:00:00,10-03-2023,12,Sedan,14778,1.0,1.0,"(17.999, 28.0]"
C12380,18,Female,Single,Rural,High School,Employed,Comprehensive,2,5,4,41127,3,4,1,Email,Credit Card,5,3,1,09-10-2022,31-12-2023,22-11-2023,29-12-2023,1,Hatchback,14809,1.0,1.0,"(17.999, 28.0]"
C12381,34,Female,Married,Metro,Master's,Employed,Third Party,6,1,1,277723,2,2,0,Email,Online,9,1,7,09-05-2020,31-12-2023,17-02-2021,21-12-2021,7,Sedan,9776,0.0,0.0,"(28.0, 38.0]"
C12382,29,Male,Married,Urban,Diploma,Employed,Third Party,6,2,4,352557,1,3,2,Email,Cheque,4,10,5,19-07-2022,31-12-2023,29-11-2023,09-11-2023,2,Hatchback,5192,0.0,0.0,"(28.0, 38.0]"
C12383,21,Female,Married,Metro,High School,Employed,Third Party,4,5,0,495405,2,3,1,Phone,Cash,9,20,0,10-11-2022,31-12-2023,2000-01-01 00:00:00,24-12-2022,11,Hatchback,11846,0.0,0.0,"(17.999, 28.0]"
C12384,30,Male,Single,Rural,Bachelor's,Self-Employed,Third Party,3,3,3,51637,0,4,1,Phone,Credit Card,0,12,5,02-10-2022,31-12-2023,11-11-2023,06-04-2023,9,Luxury,29834,0.0,0.0,"(28.0, 38.0]"
C12385,48,Female,Single,Urban,Master's,Employed,Comprehensive,4,2,4,15372,1,3,1,Email,Online,5,8,0,09-08-2021,31-12-2023,23-10-2022,30-05-2023,13,Sedan,8552,0.0,0.0,"(38.0, 48.0]"
C12386,58,Female,Single,Urban,Master's,Employed,Comprehensive,5,5,3,93839,1,1,2,Phone,Cheque,3,28,5,20-08-2016,19-08-2021,18-11-2016,21-02-2021,13,Hatchback,13316,1.0,1.0,"(48.0, 59.0]"
C12387,24,Male,Single,Rural,Diploma,Unemployed,Comprehensive,8,4,0,178690,0,2,2,Phone,Cash,6,23,1,16-02-2023,31-12-2023,2000-01-01 00:00:00,15-06-2023,12,Hatchback,7536,0.0,0.0,"(17.999, 28.0]"
C12388,40,Female,Married,Rural,Master's,Employed,Comprehensive,2,5,3,248985,0,1,0,Phone,Cheque,9,25,9,11-03-2015,10-03-2017,16-06-2016,16-05-2015,8,SUV,19149,0.0,0.0,"(38.0, 48.0]"
C12389,41,Male,Single,Urban,Master's,Employed,Third Party,6,4,0,472781,0,4,0,Phone,Cheque,1,9,7,13-04-2019,31-12-2023,2000-01-01 00:00:00,10-12-2021,7,Sedan,19016,0.0,0.0,"(38.0, 48.0]"
C12390,22,Male,Married,Rural,High School,Employed,Third Party,7,2,0,149585,1,3,2,In-Person,Cash,4,19,8,24-07-2015,22-07-2022,2000-01-01 00:00:00,14-01-2019,9,Hatchback,13625,0.0,0.0,"(17.999, 28.0]"
C12391,22,Male,Married,Urban,High School,Unemployed,Comprehensive,3,3,4,304850,2,3,0,Phone,Credit Card,6,12,5,04-11-2021,31-12-2023,26-08-2022,16-07-2023,2,Sedan,7216,0.0,0.0,"(17.999, 28.0]"
C12392,34,Female,Married,Urban,Bachelor's,Employed,Comprehensive,5,2,1,432865,1,4,0,Phone,Online,6,2,3,24-03-2023,31-12-2023,20-07-2023,12-11-2023,11,Hatchback,11308,0.0,0.0,"(28.0, 38.0]"
C12393,47,Female,Married,Urban,Master's,Self-Employed,Comprehensive,2,0,2,127756,1,3,0,In-Person,Cheque,1,23,9,16-11-2023,31-12-2023,25-12-2023,18-12-2023,10,Sedan,8033,0.0,0.0,"(38.0, 48.0]"
C12394,26,Female,Single,Metro,Bachelor's,Employed,Third Party,3,1,4,147067,1,3,2,Email,Cheque,1,14,7,03-09-2023,31-12-2023,30-12-2023,30-11-2023,10,SUV,29457,0.0,0.0,"(17.999, 28.0]"
C12395,23,Female,Married,Metro,Bachelor's,Unemployed,Comprehensive,2,5,1,226689,2,4,2,Email,Online,9,1,3,11-04-2017,11-04-2019,06-09-2017,27-04-2018,10,Hatchback,18269,0.0,0.0,"(17.999, 28.0]"
C12396,42,Male,Single,Rural,Master's,Self-Employed,Third Party,1,4,4,433353,1,1,1,In-Person,Cash,7,9,5,28-01-2021,28-01-2022,14-07-2021,08-03-2021,0,Hatchback,18484,0.0,0.0,"(38.0, 48.0]"
C12397,36,Female,Married,Metro,Bachelor's,Self-Employed,Comprehensive,8,4,4,436344,2,4,0,In-Person,Cash,1,25,5,05-04-2016,31-12-2023,24-02-2021,22-02-2017,7,Hatchback,10264,0.0,0.0,"(28.0, 38.0]"
C12398,33,Male,Single,Urban,Master's,Employed,Third Party,3,4,0,389877,3,2,0,Phone,Online,5,9,2,03-01-2016,02-01-2019,2000-01-01 00:00:00,17-12-2017,13,Sedan,13129,0.0,0.0,"(28.0, 38.0]"
C12399,38,Female,Married,Metro,Master's,Employed,Comprehensive,7,0,1,464904,2,2,0,In-Person,Cheque,7,25,7,23-08-2019,31-12-2023,09-08-2023,16-09-2020,7,Sedan,14854,0.0,0.0,"(28.0, 38.0]"
C12400,19,Female,Single,Urban,High School,Self-Employed,Third Party,3,0,2,279941,2,3,1,Email,Credit Card,1,23,2,05-09-2016,05-09-2019,22-08-2017,05-08-2019,13,SUV,20334,0.0,0.0,"(17.999, 28.0]"
C12401,27,Male,Single,Urban,Bachelor's,Employed,Comprehensive,7,0,3,159657,3,4,0,In-Person,Cash,1,20,9,10-01-2017,31-12-2023,10-04-2021,09-04-2019,13,Sedan,9729,1.0,1.0,"(17.999, 28.0]"
C12402,33,Male,Married,Rural,Bachelor's,Employed,Comprehensive,8,2,0,415017,3,4,2,In-Person,Credit Card,8,19,6,30-05-2018,31-12-2023,2000-01-01 00:00:00,30-06-2019,5,SUV,14957,1.0,1.0,"(28.0, 38.0]"
C12403,54,Male,Married,Rural,Bachelor's,Employed,Comprehensive,6,2,4,489011,0,4,2,Email,Credit Card,2,11,2,28-09-2022,31-12-2023,31-12-2022,17-02-2023,4,Sedan,10234,0.0,0.0,"(48.0, 59.0]"
C12404,32,Female,Married,Rural,Master's,Self-Employed,Third Party,9,1,3,322321,0,2,1,Phone,Credit Card,4,16,4,03-04-2015,31-12-2023,09-06-2022,19-08-2016,5,Hatchback,19882,1.0,1.0,"(28.0, 38.0]"
C12405,30,Male,Married,Urban,Bachelor's,Unemployed,Third Party,1,2,4,328752,3,2,1,In-Person,Cash,3,7,1,08-03-2022,08-03-2023,04-05-2022,14-05-2022,0,SUV,27455,1.0,1.0,"(28.0, 38.0]"
C12406,30,Male,Married,Rural,Bachelor's,Self-Employed,Comprehensive,1,5,0,468527,3,2,0,Phone,Cash,4,19,2,03-04-2017,03-04-2018,2000-01-01 00:00:00,01-06-2017,10,Luxury,23558,0.0,0.0,"(28.0, 38.0]"
C12407,49,Female,Single,Urban,Bachelor's,Unemployed,Comprehensive,2,4,4,210441,3,1,2,Email,Cheque,0,9,2,16-04-2015,15-04-2017,29-04-2016,22-03-2017,1,Hatchback,16007,0.0,0.0,"(48.0, 59.0]"
C12408,62,Male,Married,Urban,Bachelor's,Self-Employed,Third Party,4,0,0,75722,3,1,0,Email,Cheque,0,19,7,10-05-2020,31-12-2023,2000-01-01 00:00:00,15-04-2022,10,Sedan,14124,0.0,0.0,"(59.0, 69.0]"
C12409,64,Male,Married,Metro,Bachelor's,Employed,Comprehensive,6,5,4,493222,0,4,0,In-Person,Credit Card,2,23,8,23-06-2022,31-12-2023,22-02-2023,30-12-2023,0,Hatchback,9254,0.0,0.0,"(59.0, 69.0]"
C12410,63,Female,Married,Rural,Master's,Self-Employed,Comprehensive,9,4,3,11430,1,3,1,Phone,Credit Card,2,16,6,10-04-2020,31-12-2023,28-07-2020,05-03-2023,8,Hatchback,12882,0.0,0.0,"(59.0, 69.0]"
C12411,25,Male,Married,Metro,Bachelor's,Self-Employed,Comprehensive,5,0,0,426686,1,3,1,In-Person,Cheque,4,18,6,09-04-2016,08-04-2021,2000-01-01 00:00:00,19-12-2017,7,Hatchback,19481,0.0,0.0,"(17.999, 28.0]"
C12412,60,Female,Married,Urban,Bachelor's,Self-Employed,Third Party,9,2,1,416092,3,3,0,Phone,Credit Card,6,16,8,20-05-2019,31-12-2023,16-10-2021,19-06-2022,1,Hatchback,15879,0.0,0.0,"(59.0, 69.0]"
C12413,35,Male,Married,Urban,Bachelor's,Employed,Third Party,5,1,3,434274,0,1,2,Email,Online,9,28,2,24-01-2022,31-12-2023,23-11-2023,03-01-2023,8,Hatchback,8779,0.0,0.0,"(28.0, 38.0]"
C12414,53,Male,Married,Urban,Master's,Self-Employed,Comprehensive,2,3,0,465181,1,2,0,Email,Online,0,8,7,07-05-2017,07-05-2019,2000-01-01 00:00:00,16-11-2018,11,SUV,23477,0.0,0.0,"(48.0, 59.0]"
C12415,43,Male,Married,Metro,Bachelor's,Employed,Third Party,9,0,0,148377,2,4,2,Email,Credit Card,7,16,9,19-11-2022,31-12-2023,2000-01-01 00:00:00,05-05-2023,11,Sedan,14659,0.0,0.0,"(38.0, 48.0]"
C12416,27,Male,Married,Urban,Bachelor's,Employed,Comprehensive,9,5,1,445040,3,2,1,In-Person,Credit Card,8,12,2,14-05-2016,31-12-2023,13-03-2020,25-09-2021,7,Hatchback,14211,0.0,0.0,"(17.999, 28.0]"
C12417,48,Female,Married,Urban,Master's,Self-Employed,Third Party,7,0,4,44535,3,2,0,Email,Cash,7,29,3,15-05-2019,31-12-2023,16-06-2021,01-11-2019,4,Hatchback,6973,0.0,0.0,"(38.0, 48.0]"
C12418,50,Female,Single,Metro,Bachelor's,Employed,Third Party,4,4,2,29254,1,4,2,Email,Online,1,20,8,11-08-2022,31-12-2023,12-10-2022,13-08-2023,14,SUV,17011,0.0,0.0,"(48.0, 59.0]"
C12419,46,Male,Single,Urban,Bachelor's,Employed,Own Damage,5,1,0,350541,1,2,0,Phone,Cheque,4,20,0,23-07-2017,22-07-2022,2000-01-01 00:00:00,10-11-2020,8,SUV,12666,0.0,0.0,"(38.0, 48.0]"
C12420,22,Male,Single,Rural,High School,Employed,Comprehensive,1,1,3,373570,3,1,2,Phone,Cheque,3,4,3,14-01-2015,14-01-2016,06-08-2015,29-11-2015,13,Sedan,16857,0.0,0.0,"(17.999, 28.0]"
C12421,30,Male,Married,Rural,Bachelor's,Unemployed,Third Party,6,1,4,353077,3,2,2,In-Person,Credit Card,0,22,9,03-07-2022,31-12-2023,03-12-2023,18-12-2023,13,Sedan,17858,1.0,1.0,"(28.0, 38.0]"
C12422,18,Male,Single,Urban,High School,Unemployed,Comprehensive,9,3,3,36207,0,2,1,Phone,Online,2,9,5,15-04-2015,31-12-2023,21-01-2019,02-10-2021,0,Hatchback,18762,0.0,0.0,"(17.999, 28.0]"
C12423,40,Male,Married,Metro,Master's,Employed,Own Damage,6,4,0,488832,3,3,1,In-Person,Cheque,3,23,2,01-10-2017,30-09-2023,2000-01-01 00:00:00,09-04-2021,0,Sedan,15888,1.0,1.0,"(38.0, 48.0]"
C12424,57,Female,Married,Urban,Master's,Employed,Comprehensive,9,1,1,395559,1,3,2,Phone,Cash,8,9,1,05-08-2023,31-12-2023,30-11-2023,19-11-2023,11,Hatchback,18911,0.0,0.0,"(48.0, 59.0]"
C12425,20,Male,Married,Urban,High School,Self-Employed,Third Party,2,4,1,372203,1,3,2,Email,Cash,4,19,6,07-05-2021,07-05-2023,20-02-2023,15-08-2022,9,Hatchback,13790,0.0,0.0,"(17.999, 28.0]"
C12426,20,Male,Single,Rural,High School,Self-Employed,Own Damage,5,2,1,469513,2,4,2,Phone,Cheque,4,20,8,03-05-2018,02-05-2023,06-04-2022,30-11-2018,6,Luxury,40346,0.0,0.0,"(17.999, 28.0]"
C12427,24,Male,Single,Rural,Bachelor's,Employed,Comprehensive,3,1,4,87423,1,3,2,Phone,Cash,0,18,6,26-11-2015,25-11-2018,19-02-2018,05-11-2016,7,SUV,24555,0.0,0.0,"(17.999, 28.0]"
C12428,53,Male,Married,Rural,Master's,Employed,Third Party,7,5,1,198152,1,2,0,In-Person,Credit Card,9,27,6,29-05-2020,31-12-2023,01-10-2020,05-11-2020,13,Hatchback,11821,0.0,0.0,"(48.0, 59.0]"
C12429,52,Female,Married,Urban,Master's,Employed,Own Damage,2,3,4,301096,1,1,0,Phone,Cheque,7,7,5,16-03-2017,16-03-2019,24-01-2019,30-10-2018,12,SUV,23727,0.0,0.0,"(48.0, 59.0]"
C12430,32,Male,Married,Urban,Master's,Employed,Own Damage,1,3,0,46810,2,3,0,Email,Cash,9,23,1,11-05-2020,11-05-2021,2000-01-01 00:00:00,18-11-2020,2,Hatchback,11756,0.0,0.0,"(28.0, 38.0]"
C12431,57,Male,Married,Metro,Master's,Employed,Comprehensive,7,5,0,12946,1,4,0,Phone,Online,9,1,8,16-06-2021,31-12-2023,2000-01-01 00:00:00,14-01-2022,13,SUV,23044,0.0,0.0,"(48.0, 59.0]"
C12432,20,Male,Married,Urban,High School,Employed,Comprehensive,8,2,2,14693,0,1,0,In-Person,Online,9,15,8,30-04-2021,31-12-2023,25-07-2023,20-10-2022,11,Hatchback,7109,0.0,0.0,"(17.999, 28.0]"
C12433,46,Female,Single,Rural,Bachelor's,Employed,Comprehensive,6,2,3,23076,1,3,2,Email,Cheque,9,27,2,22-12-2017,21-12-2023,13-02-2019,15-07-2022,6,SUV,15356,0.0,0.0,"(38.0, 48.0]"
C12434,47,Male,Married,Urban,Master's,Employed,Third Party,3,3,0,452370,3,1,0,Email,Cash,6,28,3,12-04-2015,11-04-2018,2000-01-01 00:00:00,02-09-2016,2,SUV,28206,0.0,0.0,"(38.0, 48.0]"
C12435,56,Female,Married,Urban,Master's,Employed,Third Party,3,0,4,293206,3,4,1,Email,Cash,9,15,0,12-05-2019,11-05-2022,10-09-2021,20-08-2020,14,Sedan,15080,1.0,1.0,"(48.0, 59.0]"
C12436,35,Male,Single,Metro,Bachelor's,Self-Employed,Third Party,3,3,4,71394,3,3,1,Phone,Online,7,25,0,14-03-2023,31-12-2023,03-07-2023,26-09-2023,10,Sedan,17516,0.0,0.0,"(28.0, 38.0]"
C12437,28,Female,Married,Metro,Diploma,Employed,Third Party,5,4,4,170115,2,3,0,In-Person,Credit Card,7,13,4,03-02-2021,31-12-2023,07-05-2021,18-12-2023,1,Sedan,13927,0.0,0.0,"(17.999, 28.0]"
C12438,60,Female,Married,Urban,Master's,Employed,Comprehensive,4,5,1,298533,0,2,0,Phone,Credit Card,3,28,7,04-05-2022,31-12-2023,07-08-2023,10-10-2023,14,Hatchback,11538,0.0,0.0,"(59.0, 69.0]"
C12439,66,Male,Single,Rural,Bachelor's,Employed,Comprehensive,9,3,3,254122,2,2,0,Phone,Cheque,9,4,8,16-03-2020,31-12-2023,06-02-2023,15-06-2021,5,SUV,25770,0.0,0.0,"(59.0, 69.0]"
C12440,55,Female,Married,Metro,Bachelor's,Employed,Comprehensive,1,3,2,47522,2,3,2,Phone,Credit Card,7,15,2,13-06-2015,12-06-2016,28-11-2015,19-12-2015,12,Hatchback,10204,0.0,0.0,"(48.0, 59.0]"
C12441,57,Female,Married,Metro,Master's,Employed,Third Party,9,2,3,372347,0,4,1,Phone,Credit Card,5,1,5,18-11-2018,31-12-2023,17-09-2019,19-07-2021,12,SUV,17457,0.0,0.0,"(48.0, 59.0]"
C12442,18,Male,Married,Urban,High School,Employed,Comprehensive,8,2,3,240093,2,2,1,In-Person,Cash,0,19,6,29-09-2018,31-12-2023,21-04-2022,05-04-2022,7,Sedan,10760,0.0,0.0,"(17.999, 28.0]"
C12443,46,Male,Single,Metro,Bachelor's,Employed,Third Party,6,0,0,78489,0,1,2,Phone,Cheque,0,17,7,14-04-2020,31-12-2023,2000-01-01 00:00:00,26-12-2020,4,Hatchback,17329,0.0,0.0,"(38.0, 48.0]"
C12444,27,Female,Single,Metro,Bachelor's,Self-Employed,Own Damage,9,2,1,475171,3,2,1,Phone,Cash,0,26,5,13-03-2023,31-12-2023,27-12-2023,08-10-2023,8,Sedan,19953,0.0,0.0,"(17.999, 28.0]"
C12445,45,Female,Single,Metro,Bachelor's,Employed,Third Party,6,3,0,346302,2,4,2,In-Person,Credit Card,4,9,3,20-12-2016,19-12-2022,2000-01-01 00:00:00,11-03-2021,0,Sedan,6959,0.0,0.0,"(38.0, 48.0]"
C12446,48,Female,Single,Urban,Bachelor's,Employed,Third Party,7,0,1,141665,3,4,2,Email,Cheque,9,3,8,27-11-2017,31-12-2023,08-08-2019,27-03-2018,13,Hatchback,11995,0.0,0.0,"(38.0, 48.0]"
C12447,36,Female,Single,Urban,Bachelor's,Unemployed,Comprehensive,4,4,2,229820,0,3,2,Phone,Credit Card,3,8,5,12-01-2019,11-01-2023,07-10-2022,14-07-2022,5,Sedan,8515,0.0,0.0,"(28.0, 38.0]"
C12448,20,Female,Married,Rural,High School,Employed,Third Party,6,0,0,95789,0,3,2,Email,Cheque,2,10,0,17-01-2016,15-01-2022,2000-01-01 00:00:00,08-01-2019,13,Sedan,18770,0.0,0.0,"(17.999, 28.0]"
C12449,53,Female,Married,Urban,Bachelor's,Employed,Third Party,3,2,1,418206,2,2,1,Email,Credit Card,3,24,6,27-05-2023,31-12-2023,02-10-2023,02-11-2023,5,Sedan,19360,0.0,0.0,"(48.0, 59.0]"
C12450,60,Male,Married,Urban,Bachelor's,Employed,Comprehensive,5,0,1,254052,1,1,2,In-Person,Cash,4,15,3,08-05-2022,31-12-2023,31-08-2022,25-11-2022,3,Hatchback,11681,0.0,0.0,"(59.0, 69.0]"
C12451,32,Male,Married,Metro,Master's,Self-Employed,Third Party,4,3,4,135051,0,4,0,Phone,Credit Card,1,26,5,28-04-2019,27-04-2023,06-05-2021,02-03-2020,0,Sedan,7457,0.0,0.0,"(28.0, 38.0]"
C12452,50,Female,Single,Urban,Bachelor's,Employed,Third Party,4,0,0,60597,3,1,2,In-Person,Cash,4,3,7,16-11-2016,15-11-2020,2000-01-01 00:00:00,12-12-2019,2,SUV,10049,0.0,0.0,"(48.0, 59.0]"
C12453,58,Male,Married,Urban,Bachelor's,Employed,Comprehensive,2,0,1,386927,1,2,0,Email,Cheque,1,11,7,07-10-2021,07-10-2023,08-09-2022,27-12-2022,3,SUV,22947,0.0,0.0,"(48.0, 59.0]"
C12454,60,Male,Married,Metro,Master's,Employed,Comprehensive,6,1,4,72422,0,2,2,In-Person,Cash,9,19,7,24-08-2022,31-12-2023,14-10-2022,13-11-2022,3,SUV,23435,0.0,0.0,"(59.0, 69.0]"
C12455,68,Female,Married,Urban,Master's,Employed,Comprehensive,3,0,4,279972,0,1,0,Email,Online,5,9,4,09-07-2021,31-12-2023,28-10-2021,06-06-2023,3,SUV,26537,0.0,0.0,"(59.0, 69.0]"
C12456,62,Male,Single,Metro,Bachelor's,Self-Employed,Comprehensive,7,0,4,443746,2,4,2,In-Person,Online,4,9,8,18-02-2015,16-02-2022,31-08-2018,15-05-2019,12,SUV,18542,1.0,1.0,"(59.0, 69.0]"
C12457,43,Male,Married,Urban,Master's,Employed,Comprehensive,9,4,0,111023,0,2,2,In-Person,Online,1,17,3,26-10-2022,31-12-2023,2000-01-01 00:00:00,14-09-2023,5,Sedan,17775,0.0,0.0,"(38.0, 48.0]"
C12458,33,Male,Single,Urban,Bachelor's,Self-Employed,Comprehensive,1,1,2,71815,2,4,2,Email,Credit Card,8,1,3,05-03-2018,05-03-2019,29-08-2018,17-12-2018,13,Hatchback,13897,0.0,0.0,"(28.0, 38.0]"
C12459,53,Female,Married,Urban,Master's,Employed,Comprehensive,6,4,3,426547,1,1,0,In-Person,Cash,8,19,3,22-07-2022,31-12-2023,10-10-2023,22-08-2023,7,Luxury,18295,0.0,0.0,"(48.0, 59.0]"
C12460,50,Female,Married,Rural,Bachelor's,Unemployed,Third Party,7,1,4,294105,3,4,0,In-Person,Cash,1,25,0,08-08-2017,31-12-2023,21-01-2019,11-09-2021,9,Sedan,7903,0.0,0.0,"(48.0, 59.0]"
C12461,37,Male,Single,Rural,Master's,Employed,Comprehensive,9,5,0,336083,3,1,0,Email,Credit Card,2,8,2,19-10-2022,31-12-2023,2000-01-01 00:00:00,22-12-2023,11,Sedan,11884,0.0,0.0,"(28.0, 38.0]"
