Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,premium_amount,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Discount_Availed,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Customer_Join_Date,Policy_Start_Date,Vehicle_Age,Vehicle_Type,Last_Claim_Date,Last_Payment_Date,Churn
12095,40,Male,Married,Urban,High School,Employed,Third-Party,7660.54,3,8,4,376104.32,4,0,2,0,Email,UPI,8.0,6,13,2016-09-02,2018-11-10,5,Sedan,,2022-11-17,1
12096,31,Male,Divorced,Metro,Bachelor,Employed,Third-Party,8114.84,3,3,1,449154.08,2,1,1,2,Agent,Cash,1.0,6,15,2017-07-22,2022-05-23,1,Electric,2023-05-27,2022-03-03,0
12097,67,Female,Divorced,Metro,Bachelor,Employed,Zero Depreciation,6261.98,3,6,5,417426.18,0,0,2,2,Email,UPI,0.0,7,6,2021-11-19,2023-03-04,0,Hatchback,2021-11-12,2023-08-01,0
12098,20,Female,Married,Metro,High School,Employed,Third-Party,4166.27,3,1,3,491153.63,0,1,5,3,Email,Net Banking,4.0,16,14,2016-05-26,2020-07-04,3,Hatchback,2023-07-12,2023-01-08,0
12099,25,Female,Married,Urban,Bachelor,Employed,Third-Party,3126.03,1,5,1,69503.58,3,1,1,2,SMS,Net Banking,8.0,25,7,2016-10-25,2016-01-10,4,Electric,,2022-03-22,0
12100,47,Female,Divorced,Urban,Bachelor,Retired,Third-Party,8280.22,1,6,2,173375.6,4,0,4,0,Email,Cash,6.0,9,16,2018-11-19,2022-09-07,1,SUV,2016-12-28,2022-09-17,0
12101,49,Male,Single,Metro,Bachelor,Employed,Comprehensive,1961.17,5,9,3,87239.75,3,0,4,3,Phone,Cash,6.0,20,8,2021-01-13,2022-10-02,1,SUV,2020-02-25,2023-08-20,1
12102,35,Female,Divorced,Rural,Bachelor,Retired,Comprehensive,9770.21,1,7,2,207515.86,4,0,5,0,Phone,Credit Card,7.0,27,18,2016-01-09,2016-06-27,2,Sedan,2016-08-05,2016-06-26,1
12103,29,Male,Divorced,Rural,High School,Retired,Comprehensive,8012.08,1,6,2,311170.9,3,1,3,0,Email,Cash,0.0,10,6,2022-02-28,2022-10-18,1,Sedan,,2022-10-05,0
12104,38,Male,Single,Urban,Master,Employed,Comprehensive,7213.39,1,6,0,470598.78,3,1,1,3,Agent,UPI,9.0,1,19,2016-02-27,2019-07-12,1,Electric,2020-04-02,2020-10-12,0
12105,65,Male,Divorced,Rural,Master,Employed,Third-Party,9897.67,3,1,1,13319.8,2,0,4,3,Agent,Cash,1.0,3,18,2017-12-11,2017-05-13,6,Sedan,2022-02-08,2019-10-12,0
12106,27,Female,Single,Rural,Bachelor,Employed,Third-Party,7198.56,1,4,1,441276.78,4,0,3,3,Email,Net Banking,8.0,28,8,2021-11-22,2023-01-11,0,Electric,,2023-04-21,0
12107,17,Male,Single,Metro,High School,Employed,Comprehensive,1935.66,3,7,1,431003.17,1,1,5,3,Phone,Credit Card,0.0,24,17,2017-05-24,2021-11-03,2,Hatchback,,2023-04-23,0
12108,54,Male,Married,Urban,Bachelor,Employed,Third-Party,3903.39,1,1,2,269610.06,2,1,4,2,Email,UPI,1.0,24,18,2022-07-18,2022-08-14,1,Sedan,2021-10-06,2023-07-24,0
12109,19,Female,Divorced,Rural,High School,Employed,Zero Depreciation,6268.83,1,2,4,156035.24,4,1,3,2,Email,Cash,4.0,28,13,2018-05-03,2020-04-20,3,Hatchback,2021-03-01,2021-11-07,0
12110,23,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,6178.71,1,6,5,147138.91,1,1,1,1,Email,Cash,3.0,18,2,2015-04-09,2022-10-25,1,SUV,,2022-11-06,0
12111,51,Male,Single,Rural,Bachelor,Employed,Comprehensive,1090.53,1,1,5,426864.73,3,1,3,1,Email,Cash,0.0,13,18,2016-05-03,2016-01-11,0,Hatchback,2015-03-18,2020-06-07,1
12112,70,Male,Divorced,Metro,Master,Self-Employed,Third-Party,3339.81,1,7,4,214905.42,4,0,4,3,SMS,UPI,2.0,20,19,2018-02-17,2021-09-07,2,Hatchback,2020-01-04,2023-07-13,0
12113,43,Female,Single,Urban,High School,Employed,Zero Depreciation,7626.64,5,5,5,340013.46,3,0,1,2,Email,Credit Card,1.0,25,19,2016-02-28,2020-02-01,2,Hatchback,2015-06-11,2021-09-27,0
12114,20,Male,Divorced,Urban,High School,Retired,Comprehensive,6936.41,1,8,4,491241.59,4,1,4,0,Email,Cash,,21,8,2016-05-01,2016-08-12,5,Electric,2021-10-15,2023-03-06,1
12115,27,Male,Divorced,Urban,Master,Self-Employed,Comprehensive,9077.78,3,0,0,342987.72,1,0,1,3,Phone,Cash,7.0,27,7,2020-02-23,2020-10-11,3,SUV,2022-05-25,2020-02-16,0
12116,38,Male,Single,Urban,Master,Retired,Comprehensive,9641.83,3,2,0,167243.14,3,0,2,2,Agent,Cash,5.0,5,7,2018-03-11,2018-11-07,5,SUV,,2020-01-19,0
12117,38,Female,Single,Urban,Bachelor,Self-Employed,Zero Depreciation,8825.73,5,8,2,438087.71,4,0,4,2,Phone,UPI,7.0,4,15,2016-08-28,2021-05-12,2,Hatchback,2018-06-03,2023-04-02,0
12118,28,Female,Divorced,Urban,High School,Employed,Third-Party,5978.23,1,4,3,449880.89,4,0,2,1,Phone,UPI,6.0,20,3,2015-05-10,2016-04-14,4,SUV,,2023-06-18,1
12119,26,Female,Divorced,Urban,Bachelor,Employed,Third-Party,5886.71,1,4,5,382681.56,4,0,5,1,Agent,Credit Card,9.0,6,6,2022-01-17,2023-01-05,0,Sedan,2021-12-03,2023-04-23,1
12120,49,Male,Single,Metro,Bachelor,Employed,Third-Party,4325.46,1,8,2,478245.46,1,0,1,1,Agent,UPI,9.0,29,4,2020-07-01,2022-03-24,1,Hatchback,,2022-09-09,0
12121,60,Male,Married,Urban,Master,Employed,Comprehensive,9089.15,1,5,3,409289.39,1,1,4,2,Agent,Net Banking,7.0,6,15,2019-01-26,2020-12-27,3,SUV,2020-02-14,2022-06-14,0
12122,28,Male,Married,Rural,Bachelor,Employed,Third-Party,8475.8,1,0,4,120821.82,3,1,5,2,Phone,Net Banking,5.0,27,7,2021-08-04,2021-11-22,2,SUV,2019-12-02,2022-07-02,0
12123,46,Male,Divorced,Metro,High School,Employed,Comprehensive,8011.04,3,0,3,440681.68,3,0,5,1,Agent,Credit Card,3.0,18,14,2019-11-27,2023-06-19,0,Sedan,2021-09-10,2023-10-01,0
12124,39,Male,Divorced,Urban,Bachelor,Self-Employed,Comprehensive,8005.76,1,6,3,144794.19,2,0,3,0,SMS,Credit Card,7.0,16,0,2022-09-07,2023-01-07,0,SUV,2017-10-13,2023-03-24,0
12125,21,Female,Divorced,Metro,High School,Employed,Comprehensive,8639.69,3,0,5,481017.9,4,0,2,2,SMS,Net Banking,3.0,3,8,2016-01-07,2017-03-26,6,Sedan,2023-04-11,2022-03-12,0
12126,67,Male,Single,Urban,High School,Employed,Comprehensive,9270.06,1,0,3,289412.24,0,0,4,1,SMS,Cash,6.0,19,17,2016-05-26,2017-06-11,6,Hatchback,2020-06-12,2023-04-17,0
12127,17,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,8389.35,3,7,5,384875.06,2,0,1,2,Agent,Cash,0.0,12,5,2020-07-09,2022-10-20,1,SUV,2020-06-07,2023-11-02,0
12128,48,Female,Divorced,Metro,High School,Employed,Zero Depreciation,8335.37,3,3,1,424607.91,3,0,1,3,Phone,Net Banking,7.0,11,6,2020-08-05,2022-10-25,0,Electric,2022-08-06,2023-04-21,0
12129,20,Female,Divorced,Metro,Master,Self-Employed,Third-Party,6942.84,5,5,2,474018.2,3,0,1,1,Email,Cash,,23,8,2017-08-11,2018-05-03,5,Sedan,2017-12-13,2018-10-26,0
12130,48,Male,Married,Metro,Bachelor,Retired,Comprehensive,5122.97,1,0,5,13761.15,2,0,3,2,Email,UPI,7.0,4,9,2022-10-09,2023-02-14,0,Hatchback,2023-11-03,2023-09-01,0
12131,58,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,5958.02,1,8,0,104994.47,4,0,5,1,Phone,Cash,,22,8,2015-08-24,2021-06-11,1,Hatchback,2018-05-27,2023-10-11,0
12132,32,Female,Divorced,Metro,Bachelor,Employed,Third-Party,5817.84,1,6,1,99275.85,4,0,3,2,Phone,Net Banking,,19,19,2019-01-08,2020-07-26,3,Electric,2015-01-05,2023-06-23,0
12133,27,Female,Single,Metro,Master,Employed,Comprehensive,8417.83,1,7,4,81477.68,3,1,3,1,SMS,Cash,8.0,27,0,2018-08-09,2018-02-18,5,Hatchback,2018-10-09,2021-08-02,1
12134,18,Male,Married,Metro,Master,Employed,Zero Depreciation,3393.76,5,1,1,458444.57,3,1,5,2,Phone,Credit Card,7.0,14,9,2019-10-21,2019-02-21,4,Sedan,2021-09-22,2020-03-22,0
12135,71,Female,Single,Rural,Master,Employed,Comprehensive,4268.42,1,1,2,206865.0,0,0,5,2,Email,UPI,0.0,27,4,2022-01-20,2023-01-07,0,Sedan,2020-11-19,2023-01-26,0
12136,23,Male,Divorced,Metro,Bachelor,Self-Employed,Third-Party,6014.58,1,7,0,143424.87,2,0,3,3,Phone,UPI,0.0,28,6,2018-04-20,2019-09-02,4,Hatchback,2015-12-21,2020-10-24,0
12137,64,Female,Divorced,Rural,High School,Employed,Zero Depreciation,9864.56,5,8,5,17539.05,1,0,4,0,Phone,Net Banking,1.0,22,12,2016-12-08,2019-03-23,4,Hatchback,2023-10-11,2021-06-19,0
12138,69,Male,Divorced,Urban,Bachelor,Employed,Comprehensive,5404.37,1,9,5,230716.2,3,1,4,2,Phone,Cash,,11,2,2021-12-20,2022-04-18,1,Hatchback,2023-08-26,2023-05-07,1
12139,28,Male,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,2138.02,3,2,5,318136.65,0,1,2,0,SMS,UPI,3.0,16,8,2019-02-06,2020-07-03,1,Hatchback,2017-05-06,2023-11-09,0
12140,33,Male,Divorced,Metro,High School,Employed,Comprehensive,7066.65,1,9,3,330445.11,3,1,2,0,Phone,Cash,1.0,29,12,2021-05-03,2022-05-27,1,Hatchback,2023-12-21,2023-01-15,1
12141,69,Female,Single,Rural,High School,Student,Third-Party,6546.94,3,7,5,214629.47,1,0,3,2,SMS,Net Banking,9.0,3,8,2015-07-01,2016-08-19,7,SUV,2015-08-02,2019-06-09,0
12142,59,Female,Divorced,Urban,Bachelor,Retired,Third-Party,8619.33,5,7,4,435414.47,2,0,2,0,Email,Credit Card,5.0,1,12,2018-03-14,2019-02-21,4,Hatchback,2015-02-13,2020-06-26,0
12143,25,Female,Divorced,Metro,Bachelor,Self-Employed,Third-Party,8693.92,3,4,4,345863.5,0,1,5,3,Email,UPI,3.0,23,18,2022-06-08,2023-06-03,0,SUV,2022-11-13,2023-12-05,1
12144,29,Male,Married,Metro,Bachelor,Employed,Comprehensive,3332.09,1,7,5,22223.32,3,1,2,3,Email,UPI,8.0,12,0,2016-12-21,2020-09-04,3,Hatchback,,2020-09-05,1
12145,64,Female,Married,Metro,Bachelor,Employed,Zero Depreciation,1408.12,1,3,3,217480.59,3,1,2,2,Phone,Credit Card,,27,7,2015-06-16,2016-02-28,3,Sedan,2022-03-12,2017-04-05,0
12146,23,Female,Divorced,Rural,Bachelor,Employed,Comprehensive,8065.16,1,4,0,371056.92,4,1,1,0,Phone,UPI,2.0,20,12,2021-04-03,2022-07-18,1,Sedan,2022-08-10,2022-04-15,0
12147,65,Male,Divorced,Rural,Bachelor,Employed,Third-Party,6871.43,5,9,0,491840.32,1,1,5,2,SMS,Cash,9.0,9,17,2015-02-01,2022-03-13,1,Sedan,2015-05-23,2023-01-17,0
12148,34,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,2272.24,3,3,2,26867.88,2,1,1,1,Email,UPI,2.0,4,4,2021-11-11,2021-02-16,2,Hatchback,2021-09-09,2022-01-25,0
12149,62,Male,Divorced,Metro,Master,Employed,Zero Depreciation,9869.85,1,5,5,107041.94,3,0,1,2,Email,UPI,,21,5,2019-07-26,2020-08-01,3,SUV,2022-01-07,2022-01-04,0
12150,55,Female,Divorced,Metro,High School,Self-Employed,Third-Party,9333.35,5,4,4,42912.19,3,1,2,2,Phone,Cash,9.0,13,17,2016-03-11,2018-02-12,5,SUV,,2022-07-26,1
12151,27,Male,Divorced,Rural,Bachelor,Employed,Zero Depreciation,7508.14,1,5,2,175269.76,2,0,3,0,Agent,Net Banking,,18,9,2018-07-02,2019-09-27,1,Hatchback,2018-01-20,2023-07-10,1
12152,72,Male,Single,Urban,Bachelor,Self-Employed,Comprehensive,1483.38,3,9,3,455172.81,0,1,5,1,Email,Cash,,23,6,2021-05-01,2022-06-02,1,Electric,2016-09-09,2022-05-23,0
12153,62,Female,Single,Rural,High School,Employed,Third-Party,2919.93,5,6,5,258135.92,2,0,5,2,Phone,Cash,1.0,2,18,2015-05-15,2018-06-11,3,Sedan,2020-02-09,2022-01-18,0
12154,39,Male,Single,Metro,Bachelor,Retired,Comprehensive,3921.15,3,2,4,465530.72,2,1,1,3,Phone,UPI,3.0,16,11,2019-09-13,2023-10-13,0,SUV,2018-01-22,2023-09-08,1
12155,36,Female,Married,Urban,Bachelor,Self-Employed,Third-Party,1503.14,5,7,3,96535.07,2,0,5,1,SMS,Cash,9.0,17,3,2022-10-10,2023-04-03,0,SUV,2016-03-22,2023-01-12,0
12156,39,Female,Divorced,Metro,Bachelor,Employed,Zero Depreciation,8446.47,5,1,3,437117.55,3,0,3,1,SMS,Net Banking,9.0,18,16,2021-11-21,2021-11-04,0,SUV,2021-10-06,2021-01-03,0
12157,33,Female,Married,Rural,High School,Self-Employed,Zero Depreciation,1689.56,1,4,5,56346.52,1,0,2,0,Agent,Credit Card,9.0,18,11,2019-09-09,2020-02-07,3,Sedan,2022-07-28,2022-02-27,0
12158,75,Female,Married,Metro,Bachelor,Self-Employed,Comprehensive,2848.54,1,8,1,299489.16,0,0,3,3,Phone,Cash,8.0,29,14,2016-08-01,2017-12-28,6,Hatchback,2016-05-12,2022-02-02,0
12159,67,Male,Married,Rural,High School,Retired,Comprehensive,3870.29,5,9,4,162205.45,4,0,1,1,SMS,Credit Card,5.0,5,1,2018-07-26,2019-05-07,4,Hatchback,2015-06-28,2022-02-25,0
12160,27,Male,Single,Metro,Bachelor,Self-Employed,Third-Party,3987.42,1,9,0,425380.86,3,0,5,3,Email,UPI,0.0,13,8,2016-01-02,2020-12-22,3,SUV,2020-11-02,2020-01-17,0
12161,51,Male,Divorced,Urban,Bachelor,Employed,Comprehensive,3385.95,5,6,1,144695.95,4,1,3,0,Phone,Credit Card,8.0,28,13,2022-08-01,2023-07-23,0,Sedan,2019-12-27,2023-10-16,0
12162,44,Female,Divorced,Metro,Master,Employed,Third-Party,9807.39,1,3,1,423695.09,4,0,3,1,Agent,UPI,0.0,1,16,2016-08-16,2022-03-27,1,Sedan,2022-09-22,2023-07-02,0
12163,48,Female,Married,Metro,High School,Self-Employed,Comprehensive,9647.39,3,1,1,164173.21,0,0,4,0,Email,UPI,9.0,19,3,2018-11-16,2022-02-07,1,Electric,2021-11-22,2023-10-04,1
12164,28,Male,Single,Metro,Bachelor,Retired,Third-Party,6582.69,1,8,5,57951.7,4,0,4,1,SMS,UPI,9.0,26,12,2020-10-10,2023-03-03,0,SUV,2015-03-13,2023-04-05,1
12165,62,Male,Married,Urban,Bachelor,Retired,Comprehensive,2126.02,5,1,2,439078.97,3,1,3,3,Email,Net Banking,2.0,8,8,2018-04-27,2020-04-19,0,Hatchback,2022-07-08,2020-06-24,0
12166,70,Female,Married,Metro,Bachelor,Employed,Third-Party,7360.09,3,8,4,56857.77,4,0,5,1,SMS,Net Banking,,25,12,2015-08-17,2019-05-01,4,SUV,2021-08-05,2021-11-23,0
12167,49,Female,Divorced,Metro,Bachelor,Retired,Third-Party,9778.92,1,8,2,317023.76,4,0,3,0,Email,Cash,2.0,15,17,2016-02-03,2022-01-03,1,Hatchback,2018-08-09,2023-05-08,0
12168,59,Female,Single,Metro,Bachelor,Employed,Comprehensive,9985.02,5,1,0,257559.98,4,1,3,2,Phone,Net Banking,3.0,16,4,2022-02-19,2023-07-24,0,SUV,2023-05-22,2023-06-12,0
12169,73,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,6549.44,1,1,0,386260.94,3,0,4,1,Phone,Net Banking,8.0,8,7,2021-01-02,2021-12-05,2,Hatchback,2017-08-05,2022-04-03,0
12170,23,Female,Married,Metro,High School,Employed,Comprehensive,2697.27,5,1,4,347889.83,2,1,1,3,Agent,UPI,1.0,15,14,2019-10-01,2019-06-23,2,Electric,2015-02-12,2020-12-27,0
12171,25,Male,Divorced,Metro,Master,Self-Employed,Third-Party,8485.13,1,9,4,332897.73,3,1,2,0,Email,UPI,8.0,1,14,2017-02-09,2021-05-20,2,Hatchback,2023-10-01,2021-12-03,1
12172,32,Female,Married,Metro,Bachelor,Employed,Third-Party,6604.86,5,6,1,210115.18,4,1,2,0,SMS,UPI,1.0,23,11,2019-05-03,2023-05-09,0,SUV,,2023-11-26,1
12173,19,Male,Single,Metro,High School,Employed,Third-Party,5069.16,1,1,4,330171.43,4,0,1,1,SMS,Cash,3.0,22,17,2020-06-28,2023-06-08,0,SUV,2018-11-14,2023-03-27,0
12174,43,Female,Divorced,Rural,Bachelor,Self-Employed,Comprehensive,2349.76,5,4,4,194041.59,2,1,2,3,Email,Credit Card,4.0,17,14,2021-08-09,2023-04-14,0,Hatchback,2019-09-17,2023-06-22,0
12175,62,Male,Divorced,Metro,Bachelor,Employed,Third-Party,3158.1,1,0,1,230076.82,3,0,1,1,SMS,Net Banking,3.0,25,9,2018-04-08,2018-01-16,3,Sedan,,2018-11-10,1
12176,66,Male,Divorced,Urban,High School,Employed,Zero Depreciation,6208.01,1,7,0,78191.44,3,0,5,2,Phone,Credit Card,7.0,9,14,2019-11-19,2021-09-04,2,Sedan,2016-11-11,2023-01-18,1
12177,55,Male,Divorced,Metro,Master,Employed,Zero Depreciation,3345.9,1,8,4,88204.75,3,0,4,2,Phone,Net Banking,0.0,2,18,2021-12-11,2021-11-07,2,Electric,2021-04-02,2023-02-18,1
12178,33,Female,Divorced,Rural,Bachelor,Employed,Zero Depreciation,5300.91,1,6,2,485390.38,4,1,5,2,Phone,Credit Card,0.0,16,12,2020-03-08,2022-04-07,1,Electric,2020-08-23,2022-03-20,0
12179,35,Male,Single,Metro,Bachelor,Employed,Zero Depreciation,7440.24,1,3,0,418831.51,0,1,5,1,Phone,Net Banking,6.0,27,18,2016-08-25,2019-07-20,4,Sedan,2016-04-26,2022-09-12,0
12180,70,Male,Single,Rural,Bachelor,Self-Employed,Comprehensive,9886.26,3,2,0,409674.95,4,0,2,1,Email,UPI,9.0,2,14,2015-04-24,2019-02-28,3,Sedan,2015-06-11,2022-05-28,0
12181,68,Female,Divorced,Metro,High School,Retired,Zero Depreciation,1395.21,3,0,5,34532.99,1,0,2,1,Agent,Credit Card,,3,8,2018-06-08,2021-06-04,2,Sedan,2015-08-02,2023-03-25,0
12182,25,Male,Married,Metro,Master,Employed,Comprehensive,8170.93,5,9,3,176708.58,2,0,2,1,Phone,Cash,5.0,23,17,2015-01-10,2023-01-22,0,Sedan,2015-01-22,2023-06-26,0
12183,48,Male,Married,Metro,Bachelor,Employed,Comprehensive,2150.79,5,5,2,79867.99,1,0,1,0,SMS,Net Banking,5.0,17,9,2017-07-21,2017-08-22,6,Electric,2020-05-18,2021-03-25,0
12184,28,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,9491.8,3,8,4,226003.4,1,1,1,3,SMS,UPI,9.0,6,8,2021-06-07,2022-07-12,1,SUV,2015-12-08,2022-02-15,0
12185,34,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,7929.65,3,3,5,361064.28,0,1,5,1,Email,Net Banking,6.0,28,0,2021-12-04,2023-03-11,0,Sedan,2015-12-11,2023-07-10,0
12186,46,Female,Single,Metro,Master,Employed,Third-Party,4580.68,5,1,2,225399.56,2,0,5,2,Email,Cash,4.0,28,12,2022-11-27,2023-05-17,0,Hatchback,,2023-07-10,0
12187,42,Male,Single,Rural,Bachelor,Employed,Comprehensive,5613.28,1,4,1,433825.57,2,1,3,0,Agent,Net Banking,6.0,9,19,2022-04-04,2022-09-14,1,Hatchback,,2022-06-11,0
12188,58,Female,Divorced,Metro,High School,Self-Employed,Zero Depreciation,7090.33,1,1,5,288774.47,1,0,1,0,Phone,UPI,,19,2,2022-04-19,2023-02-05,0,SUV,2020-07-10,2023-08-03,0
12189,27,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,6049.2,3,5,4,194112.36,3,0,2,1,Phone,Net Banking,8.0,10,9,2019-07-23,2020-11-11,0,Electric,2019-04-07,2023-06-02,0
12190,22,Male,Married,Urban,Bachelor,Self-Employed,Comprehensive,9820.42,1,0,0,147661.17,1,1,4,2,Email,Credit Card,4.0,29,2,2017-05-17,2023-09-16,0,Electric,2022-02-02,2023-12-01,0
12191,41,Male,Single,Urban,Master,Employed,Comprehensive,9987.63,1,2,0,261892.85,0,0,1,1,Phone,Net Banking,6.0,27,18,2022-12-24,2022-06-01,1,Electric,2020-11-03,2023-09-13,1
12192,71,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,1513.42,3,3,4,422968.91,0,0,5,0,Agent,Credit Card,5.0,17,3,2017-04-26,2020-04-02,3,SUV,2023-05-17,2023-01-12,0
12193,41,Male,Single,Urban,Bachelor,Retired,Third-Party,7550.98,5,6,2,441470.82,2,1,5,1,Email,Cash,5.0,23,5,2020-09-13,2020-08-28,3,SUV,2017-05-08,2020-12-22,0
12194,41,Male,Divorced,Metro,High School,Employed,Comprehensive,7721.04,5,9,4,33713.41,2,0,5,2,SMS,Credit Card,7.0,18,15,2020-11-08,2021-10-09,0,Sedan,2016-03-15,2023-12-23,0
12195,34,Female,Divorced,Metro,Bachelor,Self-Employed,Third-Party,8111.2,3,4,4,173678.89,0,1,2,2,Agent,UPI,7.0,16,6,2017-08-22,2022-11-17,1,SUV,2020-11-15,2023-02-22,0
12196,49,Female,Divorced,Metro,Bachelor,Employed,Third-Party,9253.72,1,4,4,278358.97,3,0,5,2,Email,Credit Card,9.0,4,4,2021-09-15,2022-07-26,1,Sedan,2022-12-23,2023-07-03,0
12197,45,Female,Divorced,Metro,High School,Retired,Zero Depreciation,6340.31,3,5,5,382498.7,0,0,3,2,Email,Net Banking,3.0,11,6,2016-05-23,2019-07-14,4,Hatchback,2018-08-23,2022-01-03,0
12198,60,Male,Married,Metro,Bachelor,Employed,Third-Party,3290.89,1,9,0,105280.67,0,1,1,2,Email,UPI,8.0,8,18,2016-04-09,2022-08-07,0,SUV,2015-07-22,2023-07-12,0
12199,59,Male,Divorced,Metro,Master,Self-Employed,Zero Depreciation,7045.02,5,3,3,297804.38,3,1,4,2,SMS,UPI,2.0,21,7,2018-02-25,2018-04-25,5,SUV,2016-03-20,2018-07-16,1
12200,53,Male,Married,Metro,High School,Employed,Zero Depreciation,3906.59,1,3,2,194434.17,0,1,3,0,Phone,Cash,1.0,10,15,2022-10-13,2023-12-06,0,SUV,2022-10-22,2023-07-19,0
12201,38,Female,Married,Urban,Bachelor,Employed,Comprehensive,4082.75,1,4,4,160437.66,4,1,2,2,Phone,Net Banking,6.0,18,12,2022-01-14,2023-04-07,0,SUV,2019-04-07,2023-02-09,1
12202,64,Female,Divorced,Urban,High School,Self-Employed,Zero Depreciation,6516.63,1,6,3,317326.27,1,0,5,0,Email,Credit Card,3.0,28,16,2015-06-12,2023-10-15,0,Sedan,2019-06-19,2023-11-26,0
12203,31,Male,Single,Urban,High School,Self-Employed,Comprehensive,3601.5,3,2,2,53377.14,3,1,2,3,Phone,Cash,1.0,18,8,2016-08-28,2021-05-16,2,Sedan,2020-06-23,2021-06-28,0
12204,42,Male,Single,Urban,High School,Self-Employed,Third-Party,7250.56,3,7,2,92171.33,0,1,2,2,SMS,Cash,6.0,3,19,2018-06-15,2018-02-22,0,Electric,2021-06-21,2022-02-13,0
12205,19,Female,Divorced,Rural,Bachelor,Employed,Comprehensive,8678.05,1,8,4,151252.69,0,1,1,1,Email,UPI,9.0,18,3,2017-02-23,2017-03-03,6,Hatchback,2016-05-19,2019-04-22,1
12206,17,Female,Divorced,Rural,Master,Self-Employed,Zero Depreciation,9869.32,3,0,2,178390.17,0,0,2,2,Email,UPI,3.0,3,1,2016-07-05,2020-04-28,3,Sedan,2021-09-02,2021-02-24,1
12207,33,Female,Divorced,Rural,Bachelor,Employed,Comprehensive,2515.58,5,6,3,171934.88,4,0,5,1,Email,Credit Card,9.0,19,12,2020-01-13,2022-10-27,1,SUV,2015-05-14,2022-10-18,0
12208,26,Male,Single,Metro,High School,Employed,Comprehensive,5098.14,1,2,1,451909.84,1,0,1,1,SMS,UPI,2.0,6,11,2018-06-25,2023-04-20,0,SUV,2019-06-15,2023-04-02,0
12209,44,Female,Single,Metro,High School,Employed,Third-Party,7666.01,1,6,4,276342.47,0,1,1,3,Email,UPI,1.0,8,13,2019-07-10,2020-10-09,3,Sedan,2016-11-19,2022-12-13,0
12210,32,Female,Divorced,Urban,Bachelor,Employed,Comprehensive,6196.5,1,9,4,336075.17,0,1,5,2,SMS,Credit Card,3.0,15,4,2021-04-27,2021-08-06,2,Sedan,2023-04-03,2021-10-06,1
12211,51,Female,Single,Metro,High School,Retired,Comprehensive,1581.36,1,5,2,487653.53,1,0,2,1,Email,Net Banking,6.0,27,16,2022-01-04,2022-09-17,1,SUV,2018-05-27,2023-03-08,0
12212,58,Female,Married,Metro,Bachelor,Retired,Comprehensive,4132.42,1,4,1,384659.66,4,0,1,3,Email,UPI,4.0,27,1,2019-11-21,2019-06-14,4,Hatchback,2019-09-13,2022-09-18,0
12213,29,Male,Single,Metro,High School,Employed,Comprehensive,8143.59,5,8,3,184605.06,3,0,5,1,Phone,Cash,4.0,29,9,2020-06-16,2022-12-20,1,Electric,2023-09-17,2022-07-04,0
12214,49,Female,Single,Rural,High School,Employed,Comprehensive,5435.41,3,4,0,202672.83,0,0,5,3,Phone,UPI,8.0,23,1,2015-04-20,2021-01-10,2,Hatchback,,2022-03-08,0
12215,36,Male,Divorced,Metro,Bachelor,Employed,Third-Party,7249.34,5,3,1,198359.44,0,0,3,3,Email,Credit Card,5.0,21,14,2018-05-22,2018-03-18,5,Sedan,,2023-04-10,0
12216,50,Male,Married,Metro,Bachelor,Employed,Comprehensive,6764.67,1,0,2,186044.37,2,0,3,3,Phone,Cash,9.0,18,3,2017-08-23,2022-08-10,1,SUV,2023-06-24,2022-12-02,1
12217,71,Female,Divorced,Metro,High School,Employed,Third-Party,9490.11,3,5,3,246744.24,4,1,2,2,SMS,Net Banking,,2,8,2016-12-18,2020-08-15,3,Electric,2020-08-08,2020-03-01,0
12218,51,Female,Single,Urban,High School,Self-Employed,Comprehensive,8723.48,1,2,2,51734.76,0,0,5,0,SMS,Cash,0.0,5,3,2021-07-24,2021-07-09,2,Hatchback,2019-06-10,2021-03-18,0
12219,24,Male,Married,Metro,Bachelor,Retired,Comprehensive,4094.2,3,0,4,119807.36,3,1,4,1,Email,Net Banking,1.0,14,2,2017-06-11,2021-02-07,2,Electric,2015-06-28,2023-05-26,0
12220,57,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,5479.28,1,5,2,227623.23,2,0,4,0,Email,Net Banking,3.0,20,10,2017-10-27,2018-06-16,0,Electric,2021-07-06,2020-01-17,0
